student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,math_score,science_score,english_score,overall_score
10627,15,other,private,graduate,5.1,57.7,yes,15-30 min,no,52.4,57.3,46.5,55.8
13066,18,male,private,post graduate,3.0,78.6,yes,15-30 min,no,57.0,45.2,51.4,58.1
6242,14,female,private,no formal,6.0,89.1,yes,<15 min,no,69.2,78.5,87.6,86.0
14115,19,female,private,high school,6.1,91.9,yes,15-30 min,no,80.0,96.2,80.1,77.9
8400,14,other,public,post graduate,2.4,79.1,yes,<15 min,yes,35.5,36.5,59.8,48.9
5634,15,female,private,no formal,7.1,90.0,yes,<15 min,yes,83.1,67.4,85.7,83.1
5756,16,male,private,phd,7.0,61.9,yes,15-30 min,yes,88.8,67.4,75.0,85.5
10826,15,male,public,phd,6.3,82.1,yes,15-30 min,no,92.5,97.0,72.7,81.9
6310,15,female,public,post graduate,3.3,55.7,yes,>60 min,yes,26.3,16.7,18.2,41.7
4118,14,female,public,phd,0.6,54.8,yes,30-60 min,yes,40.6,47.9,33.0,31.9
8346,19,female,public,phd,5.0,84.8,yes,>60 min,yes,71.9,61.7,68.1,65.0
14251,19,male,public,graduate,4.9,55.7,yes,<15 min,no,78.8,65.6,62.6,68.9
11559,19,female,private,no formal,2.3,61.3,yes,<15 min,yes,48.7,67.1,32.0,45.1
12507,15,other,public,post graduate,6.3,83.0,yes,15-30 min,yes,58.7,78.4,74.3,76.1
12957,16,other,public,diploma,1.3,52.3,yes,<15 min,no,44.2,10.3,33.0,35.9
1519,16,male,private,post graduate,4.4,72.8,no,>60 min,no,77.0,77.9,76.3,72.5
14566,14,female,private,phd,8.0,88.7,yes,30-60 min,yes,95.5,90.2,68.6,100.0
6164,14,female,private,no formal,6.1,88.8,yes,30-60 min,yes,77.7,100.0,100.0,92.4
2601,19,male,private,high school,4.5,78.3,yes,<15 min,no,88.5,78.7,49.3,72.5
13238,15,other,private,phd,7.6,84.5,yes,>60 min,no,90.2,93.6,98.6,93.5
2196,18,female,public,diploma,0.6,84.6,yes,>60 min,yes,28.8,38.6,45.4,44.7
12691,19,female,private,no formal,5.5,77.2,yes,<15 min,yes,68.3,57.9,80.7,77.2
12884,19,female,private,no formal,4.6,78.6,yes,15-30 min,yes,64.1,67.3,51.1,64.9
3555,16,male,private,diploma,7.0,80.9,yes,15-30 min,yes,94.3,100.0,95.2,90.3
10607,17,female,private,graduate,6.3,79.0,yes,30-60 min,no,57.2,62.2,75.5,72.6
13726,14,other,public,diploma,2.6,69.1,yes,15-30 min,no,37.7,58.0,30.2,41.8
2850,16,female,private,diploma,4.2,80.7,yes,30-60 min,yes,82.1,61.4,71.2,71.4
13446,16,other,public,no formal,4.6,72.4,yes,15-30 min,no,60.8,63.7,69.3,62.2
1743,16,female,public,high school,2.4,82.8,yes,>60 min,yes,72.8,76.4,76.7,61.6
1307,15,female,private,no formal,5.7,67.6,yes,15-30 min,no,78.3,63.1,81.0,79.1
3850,15,female,private,high school,2.1,65.1,yes,<15 min,no,49.6,46.4,37.2,37.8
12361,14,male,public,phd,2.8,98.9,yes,15-30 min,no,52.7,56.5,73.0,65.9
12769,17,female,public,no formal,4.7,64.0,yes,>60 min,yes,57.3,63.7,43.5,53.9
7520,14,male,public,graduate,0.9,82.1,yes,<15 min,yes,58.2,21.9,48.9,44.3
12848,18,other,private,high school,5.1,88.7,yes,>60 min,yes,47.2,72.5,59.5,67.7
13033,17,other,private,no formal,7.6,75.0,yes,>60 min,no,89.8,84.9,65.4,85.5
13755,19,male,private,no formal,3.3,73.4,yes,>60 min,yes,47.7,37.2,44.0,46.1
4196,16,female,private,post graduate,7.7,68.6,no,>60 min,yes,84.4,90.0,98.5,88.9
5179,14,male,public,diploma,1.1,95.9,yes,>60 min,yes,34.9,54.3,54.7,40.9
2556,14,other,private,graduate,7.2,52.3,yes,15-30 min,no,66.8,84.7,90.5,78.8
2306,14,other,public,phd,5.2,63.4,yes,<15 min,yes,76.1,64.1,47.9,67.0
12701,19,other,public,post graduate,3.8,95.7,yes,>60 min,no,73.7,52.1,49.4,64.2
7620,18,male,private,post graduate,3.4,94.2,yes,<15 min,no,50.7,46.8,57.3,54.9
9281,17,female,public,phd,5.8,64.7,yes,15-30 min,no,71.4,64.6,43.8,63.2
2643,15,male,public,graduate,6.2,95.6,yes,<15 min,no,88.2,94.3,100.0,91.4
9370,19,female,public,no formal,4.7,89.3,yes,15-30 min,no,72.5,74.3,76.8,72.8
14297,16,female,public,graduate,0.7,50.2,yes,15-30 min,no,27.3,19.6,4.2,21.9
6410,19,male,public,no formal,5.3,90.1,yes,15-30 min,no,76.3,77.8,68.4,77.1
13109,18,male,private,phd,4.4,62.1,yes,>60 min,yes,61.7,68.1,60.9,64.6
4758,14,male,private,phd,2.1,90.2,no,<15 min,no,61.7,56.0,50.2,59.3
2995,18,male,public,graduate,4.0,91.1,yes,>60 min,no,85.0,65.6,71.1,76.8
8752,15,female,public,post graduate,6.9,51.9,no,15-30 min,yes,71.5,69.8,77.4,72.4
11157,15,other,private,graduate,6.5,66.1,yes,>60 min,yes,80.5,73.4,80.2,72.3
1272,14,female,private,diploma,4.6,62.8,yes,30-60 min,no,82.1,94.0,76.5,71.2
1814,16,male,private,post graduate,6.7,72.1,yes,15-30 min,yes,85.1,70.1,61.5,78.4
11108,15,female,private,post graduate,1.3,56.3,yes,15-30 min,no,43.2,34.2,17.5,34.2
8802,18,male,private,diploma,4.2,81.3,yes,30-60 min,no,76.2,62.7,66.8,66.7
2462,15,male,public,high school,6.8,52.0,yes,30-60 min,yes,74.8,67.1,58.0,71.5
4121,18,female,private,graduate,4.2,95.6,yes,30-60 min,yes,80.4,83.5,94.2,78.2
6125,14,male,private,diploma,6.9,85.8,yes,30-60 min,yes,86.0,85.5,76.8,83.4
8476,19,other,public,post graduate,2.1,57.6,yes,30-60 min,no,43.5,43.7,43.9,36.8
13761,19,other,public,graduate,1.7,84.2,yes,<15 min,yes,74.2,52.3,56.4,57.1
11121,15,male,public,post graduate,2.2,98.8,yes,<15 min,no,44.3,47.9,82.6,64.4
4397,15,male,private,phd,6.0,86.9,yes,30-60 min,no,100.0,82.2,84.1,87.9
9284,14,female,public,no formal,5.4,72.0,yes,15-30 min,yes,48.0,80.7,84.7,76.6
13319,15,other,private,phd,1.1,67.1,no,>60 min,yes,26.2,37.1,30.2,27.2
817,14,male,public,graduate,6.1,70.5,yes,15-30 min,yes,62.3,65.9,57.0,71.5
7305,19,female,public,diploma,4.4,51.4,yes,>60 min,yes,50.8,66.0,43.5,48.9
7332,16,female,private,phd,2.9,66.6,no,>60 min,yes,50.6,50.1,39.6,51.6
83,14,female,public,high school,6.4,71.0,yes,<15 min,no,83.6,100.0,98.5,83.0
1921,16,male,public,no formal,5.1,66.4,yes,<15 min,yes,69.7,53.9,85.6,66.8
7818,17,female,public,post graduate,1.5,97.0,yes,<15 min,no,60.5,51.8,45.2,45.2
11684,15,male,public,post graduate,1.4,75.7,yes,15-30 min,no,23.3,27.7,33.0,33.5
11337,16,male,private,diploma,4.8,78.3,yes,>60 min,yes,62.7,68.5,48.6,63.7
2094,15,other,public,no formal,2.7,85.9,no,<15 min,no,38.9,49.9,58.9,49.3
12906,16,other,private,diploma,1.4,83.6,yes,>60 min,yes,41.6,57.4,40.5,45.7
7072,18,other,public,no formal,4.9,79.6,yes,30-60 min,no,55.4,52.0,88.1,66.2
7968,15,other,public,high school,0.5,52.2,yes,15-30 min,no,54.0,30.1,14.0,25.3
14598,19,other,public,diploma,1.6,73.9,no,15-30 min,no,24.2,39.5,48.7,37.1
8368,16,other,public,diploma,6.9,71.2,yes,15-30 min,yes,86.7,76.6,77.7,74.5
5286,17,male,private,post graduate,1.0,91.0,yes,<15 min,yes,51.7,52.9,46.3,49.1
10897,18,male,public,graduate,5.4,64.9,yes,>60 min,no,59.9,78.4,60.9,68.1
4938,17,male,private,post graduate,2.6,50.7,yes,<15 min,no,44.5,45.9,29.6,39.3
370,18,male,private,graduate,5.3,65.9,yes,30-60 min,yes,71.9,83.5,58.9,75.5
1819,14,other,public,diploma,6.9,83.8,yes,<15 min,yes,86.6,86.2,90.2,91.6
2102,18,female,private,high school,1.5,87.7,yes,15-30 min,no,39.5,49.2,54.9,41.2
12978,14,other,public,no formal,3.0,71.7,yes,>60 min,yes,47.1,64.3,64.5,60.0
3491,14,male,private,high school,2.0,67.1,yes,>60 min,yes,37.5,46.4,42.8,40.6
1780,18,female,public,phd,6.8,52.1,yes,15-30 min,yes,62.1,66.9,70.3,70.1
7675,19,female,public,no formal,2.4,86.3,yes,15-30 min,yes,59.6,64.4,58.2,57.3
1365,17,other,private,no formal,7.0,54.7,yes,30-60 min,yes,67.1,69.1,91.1,77.4
7295,15,other,private,post graduate,6.7,59.3,yes,>60 min,no,83.3,85.0,65.2,70.5
13721,15,female,private,graduate,4.8,54.7,yes,<15 min,yes,61.9,63.7,43.2,58.4
12655,18,female,private,phd,2.9,78.1,no,30-60 min,no,55.5,43.7,52.2,48.4
11535,19,other,public,phd,6.5,94.5,yes,<15 min,yes,76.6,87.2,80.6,86.7
12932,19,other,public,phd,2.7,61.6,yes,30-60 min,no,36.4,29.4,45.0,36.3
3677,16,male,private,post graduate,7.4,98.7,yes,15-30 min,yes,100.0,78.3,87.6,100.0
2427,14,male,public,high school,1.1,95.8,yes,30-60 min,no,33.1,53.4,56.8,52.3
8265,14,male,private,graduate,6.2,98.0,no,>60 min,no,100.0,71.3,80.4,95.6
8090,16,female,public,diploma,6.0,53.5,yes,>60 min,yes,65.1,52.5,91.4,63.1
2963,19,other,public,high school,3.6,59.6,yes,15-30 min,yes,64.2,62.1,39.4,53.8
13560,18,female,public,graduate,6.2,95.0,yes,15-30 min,no,81.1,92.9,81.8,79.4
860,18,other,private,graduate,5.8,82.9,yes,30-60 min,no,67.8,76.9,79.7,71.9
12049,14,other,private,diploma,4.2,85.0,yes,30-60 min,yes,88.5,55.1,79.7,68.7
4139,19,male,public,diploma,4.2,85.1,yes,15-30 min,no,63.9,72.3,73.0,75.0
2425,16,female,private,graduate,0.6,85.5,yes,<15 min,yes,12.0,34.6,30.0,29.3
9257,16,other,public,no formal,6.5,83.6,yes,<15 min,yes,79.4,73.2,90.7,89.9
10410,15,female,private,high school,3.5,54.2,yes,>60 min,yes,62.9,43.3,36.3,50.9
4018,14,other,private,phd,1.5,83.1,yes,30-60 min,no,25.3,61.5,30.9,46.5
10452,16,male,private,diploma,2.4,65.6,no,30-60 min,yes,37.1,41.0,47.3,43.2
13805,18,other,private,graduate,3.9,69.2,yes,30-60 min,no,51.3,62.5,37.6,49.5
11944,14,other,public,graduate,6.5,94.6,yes,>60 min,yes,85.6,75.7,100.0,84.2
10279,16,male,private,phd,3.7,57.8,yes,<15 min,yes,61.9,42.5,51.6,47.8
8561,19,other,private,post graduate,7.3,81.2,yes,<15 min,no,85.4,99.7,97.1,89.8
10997,15,female,private,graduate,3.0,72.5,no,15-30 min,yes,59.7,44.3,44.7,51.1
8343,15,male,public,post graduate,4.8,87.2,yes,>60 min,no,42.0,63.6,83.3,66.3
1135,17,female,private,no formal,4.5,97.3,yes,<15 min,yes,61.9,75.2,59.5,68.0
13792,14,male,private,post graduate,2.7,53.7,yes,15-30 min,no,68.4,29.0,58.5,46.3
13748,16,male,private,graduate,7.4,57.3,no,15-30 min,yes,70.4,87.7,77.7,73.3
5167,18,male,public,high school,6.5,53.3,yes,<15 min,no,60.5,71.8,84.6,72.3
5120,14,other,private,no formal,1.3,65.2,yes,>60 min,no,53.3,31.5,42.0,37.5
5695,17,male,private,diploma,3.7,74.6,no,30-60 min,no,38.4,34.9,41.8,51.8
10977,17,male,private,no formal,1.0,54.7,yes,15-30 min,yes,53.1,29.7,33.3,27.0
6137,14,other,private,phd,4.6,72.9,yes,>60 min,yes,47.9,54.7,58.8,60.3
5486,15,male,public,high school,1.8,56.1,yes,15-30 min,no,33.0,38.4,43.1,35.2
4165,18,other,private,graduate,8.0,79.7,yes,<15 min,yes,100.0,86.9,89.4,95.6
2347,15,female,public,no formal,1.7,79.7,yes,>60 min,no,38.0,56.1,55.6,53.5
5040,15,other,private,post graduate,4.3,66.7,yes,>60 min,no,53.7,53.0,51.2,58.4
4898,17,female,private,phd,3.9,88.3,yes,30-60 min,yes,68.9,51.1,65.8,56.6
14632,15,female,public,post graduate,7.2,75.4,yes,15-30 min,yes,92.2,71.9,87.6,79.5
10443,16,male,private,no formal,4.5,51.6,no,<15 min,no,60.2,45.4,63.0,63.4
8253,14,female,public,post graduate,4.9,70.9,yes,30-60 min,no,58.6,57.2,60.5,59.9
5042,14,male,public,phd,5.0,96.5,yes,15-30 min,yes,65.6,66.5,72.9,72.5
11203,16,other,public,diploma,2.8,94.9,yes,<15 min,no,90.0,63.2,70.0,66.2
3902,19,other,private,phd,0.8,50.0,yes,<15 min,yes,0.0,35.8,46.1,34.8
1338,15,male,public,no formal,0.9,63.7,yes,15-30 min,yes,23.6,57.5,40.2,37.7
1185,16,male,private,post graduate,6.0,74.4,no,<15 min,yes,72.5,78.4,84.6,74.0
4427,15,female,private,graduate,2.5,55.5,yes,<15 min,no,47.7,40.1,37.2,37.8
1552,19,female,private,high school,1.7,67.8,yes,<15 min,no,26.0,51.4,54.4,50.0
12626,19,other,private,no formal,4.2,64.8,yes,<15 min,no,42.8,55.8,59.4,49.8
1630,14,male,public,phd,7.0,92.4,yes,15-30 min,yes,100.0,96.3,97.6,100.0
9520,19,other,private,phd,6.2,64.5,yes,30-60 min,no,63.9,63.9,68.5,66.5
1527,15,female,public,graduate,3.3,63.2,yes,>60 min,no,56.3,48.4,54.8,54.9
9866,18,male,public,diploma,7.3,56.9,no,15-30 min,yes,87.5,76.2,65.7,83.4
1362,14,male,private,graduate,5.9,70.7,yes,15-30 min,no,54.6,85.3,67.4,69.4
9766,17,other,public,graduate,3.4,59.4,yes,>60 min,no,61.5,44.5,66.8,50.8
10879,18,other,public,diploma,5.7,87.0,yes,30-60 min,yes,89.0,88.6,100.0,86.6
4371,17,other,public,post graduate,4.6,69.3,yes,30-60 min,no,54.9,72.3,71.6,67.6
5284,18,other,private,diploma,6.0,64.3,no,<15 min,no,80.0,87.4,66.5,75.0
7611,14,male,public,graduate,0.7,92.6,yes,30-60 min,no,49.6,59.9,55.1,51.9
10559,17,female,public,phd,2.9,95.9,yes,<15 min,no,54.4,70.5,47.0,57.9
14925,18,other,private,phd,2.6,76.1,no,<15 min,no,57.9,65.9,45.4,48.7
14840,14,female,public,diploma,1.5,68.6,yes,30-60 min,no,46.0,20.1,56.3,34.8
11950,19,female,private,high school,0.7,78.9,yes,30-60 min,no,21.3,31.4,30.7,35.4
10627,15,other,private,graduate,5.1,57.7,yes,15-30 min,no,52.4,57.3,46.5,55.8
1994,17,male,private,high school,4.5,52.8,yes,30-60 min,yes,52.6,50.4,69.2,56.9
870,14,female,public,diploma,5.6,83.6,yes,15-30 min,no,86.5,79.3,75.8,69.4
1015,17,male,private,high school,4.7,61.6,no,>60 min,yes,66.5,69.4,49.6,57.7
10104,16,female,private,high school,1.9,71.3,yes,>60 min,yes,44.2,55.5,72.1,45.8
603,18,female,private,post graduate,6.7,58.2,yes,15-30 min,no,66.7,61.8,53.0,69.4
12014,17,male,public,high school,5.8,60.6,yes,>60 min,yes,80.3,84.3,79.5,78.6
14088,15,other,public,post graduate,3.8,93.1,yes,>60 min,no,65.1,66.8,62.9,67.5
691,19,male,private,post graduate,3.9,85.8,yes,>60 min,no,49.5,53.9,54.8,59.0
8686,17,female,public,post graduate,2.8,77.3,yes,15-30 min,no,48.5,48.0,46.0,59.6
490,17,other,private,phd,3.3,93.8,yes,15-30 min,no,73.7,65.6,60.1,61.1
6865,19,female,public,no formal,7.7,63.5,no,>60 min,no,93.5,82.9,93.3,81.1
7241,17,female,public,post graduate,1.5,75.7,yes,>60 min,yes,44.2,41.9,48.6,38.2
10749,14,female,private,graduate,4.6,65.2,yes,>60 min,yes,58.3,79.5,54.5,60.7
12678,14,female,private,high school,0.9,57.5,yes,15-30 min,yes,22.0,29.0,59.5,39.6
7787,18,other,public,high school,6.3,89.3,yes,15-30 min,no,84.7,91.5,81.9,79.6
8025,15,other,public,diploma,5.9,70.1,yes,30-60 min,no,62.4,92.3,85.6,74.0
295,17,female,public,no formal,7.7,67.3,yes,>60 min,no,72.7,88.8,84.2,88.3
5489,19,male,private,no formal,1.5,77.4,yes,<15 min,no,50.5,34.6,57.7,43.6
4028,16,other,private,post graduate,3.8,93.8,yes,>60 min,yes,60.2,78.5,80.6,77.6
11036,15,female,private,no formal,5.8,85.0,yes,30-60 min,no,71.2,74.7,70.1,77.2
2913,16,male,public,phd,6.8,85.2,yes,30-60 min,no,93.4,80.8,82.7,81.3
9910,15,female,private,post graduate,5.9,74.9,yes,30-60 min,no,94.2,100.0,100.0,79.8
10789,14,male,public,phd,2.8,94.4,no,>60 min,yes,69.3,70.9,71.3,69.2
4745,18,female,private,post graduate,6.7,97.8,yes,30-60 min,yes,100.0,97.9,100.0,100.0
1874,19,female,private,no formal,0.6,51.1,no,30-60 min,no,41.8,22.4,10.5,20.3
12856,16,male,private,post graduate,6.0,75.5,no,>60 min,no,72.0,77.1,88.4,77.4
3259,17,male,public,high school,3.0,83.5,yes,>60 min,yes,84.0,58.4,73.7,66.2
2818,19,female,private,diploma,1.1,51.1,yes,15-30 min,yes,10.2,15.4,9.6,20.8
8637,14,other,private,phd,5.9,81.0,yes,30-60 min,no,76.0,89.6,85.9,81.1
3642,19,other,public,high school,4.6,83.5,yes,30-60 min,no,69.4,77.5,86.4,76.6
4459,14,other,public,high school,1.7,57.5,yes,30-60 min,no,40.9,19.3,27.6,38.8
14459,18,male,public,post graduate,3.2,97.0,yes,<15 min,yes,72.6,75.2,72.4,65.1
5308,18,female,private,high school,2.4,58.0,yes,<15 min,yes,51.8,51.2,34.5,45.8
8934,14,other,public,diploma,1.9,54.5,yes,15-30 min,yes,31.4,43.7,37.7,41.7
2042,19,female,public,graduate,6.6,70.4,yes,<15 min,no,73.9,93.3,93.3,89.8
680,19,male,private,graduate,4.0,85.4,yes,30-60 min,no,49.0,46.6,51.6,59.6
10660,16,male,private,phd,1.0,89.8,yes,<15 min,yes,46.4,29.2,47.0,43.2
11890,14,female,private,no formal,5.2,61.5,yes,30-60 min,yes,59.6,75.6,43.3,63.2
5739,15,male,private,high school,7.2,97.0,no,<15 min,yes,95.4,86.8,97.8,94.8
5669,18,female,public,graduate,4.8,74.7,yes,>60 min,yes,59.1,64.8,65.5,59.5
9551,18,female,public,graduate,6.6,71.6,yes,<15 min,no,77.1,69.0,86.3,80.3
14428,17,male,private,graduate,0.8,66.6,yes,>60 min,yes,21.2,45.4,26.2,39.2
7698,15,female,private,high school,7.7,62.3,yes,15-30 min,no,90.5,92.5,86.9,77.1
8034,15,other,private,phd,3.9,76.8,yes,>60 min,no,67.2,60.8,35.9,57.8
63,16,other,private,no formal,6.5,79.8,yes,30-60 min,yes,76.1,61.2,76.7,77.4
7830,16,other,private,diploma,1.4,63.2,yes,30-60 min,yes,43.0,27.7,30.1,33.4
10752,18,female,public,graduate,6.0,82.9,no,30-60 min,no,95.4,99.1,94.4,91.1
13451,14,female,public,post graduate,1.6,86.2,yes,15-30 min,no,56.7,38.6,43.4,39.5
11962,17,female,private,high school,4.7,67.1,no,>60 min,no,46.1,52.4,68.4,63.7
7353,16,other,public,high school,4.7,90.3,yes,>60 min,yes,70.2,68.0,56.8,73.3
13517,15,other,public,graduate,2.5,55.0,yes,<15 min,no,45.9,43.7,32.2,46.1
6916,19,female,public,post graduate,3.6,81.7,yes,>60 min,no,62.4,50.4,51.5,52.9
12544,15,female,private,phd,3.4,98.7,no,30-60 min,no,73.2,67.4,64.2,69.9
8327,15,other,private,graduate,4.9,99.8,yes,15-30 min,yes,65.5,55.2,88.3,76.9
3645,19,female,private,high school,3.8,71.3,no,>60 min,no,85.1,65.4,67.8,68.6
4971,19,other,public,no formal,7.8,54.5,yes,30-60 min,no,87.2,100.0,100.0,93.2
13110,14,female,public,phd,4.4,81.4,yes,15-30 min,no,57.9,73.3,86.9,75.7
10328,16,other,private,diploma,6.1,68.2,yes,15-30 min,yes,87.9,59.7,95.8,86.0
8004,16,female,private,graduate,7.7,86.1,yes,<15 min,no,99.6,96.8,100.0,100.0
3279,19,other,public,phd,6.3,62.4,yes,15-30 min,yes,50.4,74.4,64.6,67.8
7297,15,male,public,high school,4.9,51.7,yes,15-30 min,yes,53.5,41.2,56.7,57.1
9015,19,female,public,post graduate,1.1,84.1,yes,30-60 min,yes,46.8,53.9,43.1,46.0
3075,17,male,private,no formal,7.8,63.4,yes,15-30 min,yes,88.8,95.8,92.7,88.9
13262,18,other,public,graduate,6.2,99.3,yes,15-30 min,no,72.3,73.9,75.6,81.3
11174,17,female,public,high school,1.4,93.6,no,30-60 min,no,58.2,34.7,47.2,48.0
14066,15,female,private,diploma,3.2,70.6,no,30-60 min,no,77.1,60.9,51.0,45.8
8313,16,other,private,post graduate,5.8,63.4,yes,>60 min,yes,78.8,70.2,62.0,68.4
7553,16,other,private,high school,5.1,64.0,yes,30-60 min,yes,69.8,79.7,81.1,72.5
1638,17,male,public,no formal,7.7,50.7,yes,30-60 min,yes,81.5,78.5,68.8,82.5
13653,18,male,private,post graduate,8.0,83.8,yes,>60 min,yes,86.2,84.8,100.0,90.6
5104,16,male,public,phd,7.2,83.8,yes,30-60 min,no,75.1,99.2,91.1,88.6
9117,16,other,public,diploma,3.0,98.0,no,>60 min,no,68.4,59.5,55.5,62.6
645,18,other,public,no formal,0.5,68.7,yes,<15 min,no,8.4,39.6,19.3,21.6
2033,14,female,private,post graduate,3.1,70.0,no,<15 min,no,28.8,26.2,40.0,43.7
2762,16,other,private,diploma,3.4,91.7,no,<15 min,no,53.3,68.7,61.5,61.4
2069,15,male,public,graduate,2.1,61.1,yes,30-60 min,yes,33.6,53.2,43.4,44.7
242,17,male,public,graduate,0.6,56.4,yes,<15 min,yes,14.4,39.3,27.5,28.6
14791,19,female,private,no formal,1.1,62.6,yes,>60 min,no,37.3,33.3,32.8,31.0
2669,14,other,private,post graduate,0.7,76.2,yes,>60 min,no,35.8,33.6,21.6,28.7
14639,18,male,private,no formal,6.1,58.8,yes,30-60 min,no,66.5,60.7,74.5,66.1
13908,17,female,public,no formal,5.5,81.7,yes,>60 min,no,56.4,58.5,74.5,67.6
803,17,other,public,graduate,1.3,69.1,yes,15-30 min,no,41.1,57.5,43.7,47.0
5060,17,female,public,no formal,1.5,86.4,no,>60 min,no,55.2,19.0,22.4,37.4
12357,19,male,private,no formal,4.1,93.0,yes,>60 min,no,58.5,64.2,53.6,66.8
13441,19,female,public,high school,0.8,56.7,no,<15 min,no,26.3,16.5,24.3,20.5
196,14,other,private,phd,7.5,86.5,yes,30-60 min,no,82.8,100.0,96.6,93.0
2188,15,female,public,graduate,5.5,99.6,yes,>60 min,no,100.0,69.9,84.9,86.0
11708,15,other,private,post graduate,7.8,83.6,yes,15-30 min,yes,93.6,78.4,90.3,86.5
2331,14,female,public,graduate,1.9,76.4,yes,30-60 min,yes,54.0,46.0,68.4,49.1
10552,18,male,public,phd,4.0,91.2,yes,>60 min,yes,82.6,63.4,74.6,76.9
4842,14,male,private,no formal,6.7,55.9,no,<15 min,yes,66.8,70.8,72.0,74.7
3607,15,other,private,graduate,7.1,79.6,yes,30-60 min,no,70.7,100.0,85.7,80.6
13977,14,other,public,no formal,6.4,93.2,yes,15-30 min,yes,90.8,100.0,89.2,96.0
8469,18,male,private,phd,6.1,78.0,yes,>60 min,no,75.3,74.3,82.8,88.2
61,19,other,public,diploma,4.5,66.8,yes,15-30 min,no,69.7,61.7,53.0,65.1
11583,14,female,public,high school,2.5,58.3,no,>60 min,yes,31.5,7.3,48.3,45.6
10106,17,female,private,graduate,1.8,96.4,yes,>60 min,yes,65.4,41.3,27.5,53.0
14388,16,male,public,no formal,7.7,72.6,yes,>60 min,no,98.5,82.4,96.0,91.4
3928,14,male,private,no formal,4.5,74.5,yes,<15 min,yes,76.5,69.0,56.0,65.0
6297,14,male,public,no formal,3.6,72.6,yes,15-30 min,no,75.3,65.0,52.0,66.2
14061,18,male,public,phd,1.6,95.7,yes,15-30 min,yes,63.0,65.1,44.1,56.8
13623,17,other,private,diploma,1.2,89.0,yes,30-60 min,yes,55.2,49.5,61.9,50.3
14126,15,other,public,phd,1.7,96.0,no,>60 min,no,57.9,73.2,53.3,45.7
2592,16,female,public,graduate,4.4,90.1,yes,<15 min,no,64.1,73.0,80.5,64.4
8759,15,other,public,diploma,6.3,89.1,yes,<15 min,yes,87.6,88.5,92.1,78.6
12128,16,female,private,no formal,6.7,62.5,no,>60 min,no,41.8,92.8,64.1,78.6
9764,17,female,public,phd,7.7,72.8,yes,<15 min,no,92.6,87.5,95.8,92.4
12910,18,other,private,no formal,4.1,81.2,no,>60 min,yes,77.6,79.0,56.7,69.1
6122,17,female,private,diploma,6.7,68.6,yes,>60 min,yes,88.0,73.1,85.6,80.6
1201,19,other,public,phd,6.5,82.9,yes,<15 min,yes,80.8,77.1,89.8,75.9
12602,15,male,public,diploma,5.8,86.6,yes,<15 min,no,93.0,100.0,100.0,86.3
2855,18,other,public,no formal,2.7,55.2,yes,15-30 min,yes,53.3,36.3,28.8,44.1
11088,17,other,private,diploma,7.6,88.8,yes,15-30 min,yes,92.7,82.3,78.9,86.5
14433,19,female,private,no formal,5.2,94.9,yes,15-30 min,yes,98.6,94.5,80.5,82.8
7025,14,other,public,no formal,4.8,83.0,yes,15-30 min,no,81.8,77.6,55.7,79.6
9429,16,female,public,graduate,5.1,85.1,yes,30-60 min,no,50.1,48.8,55.3,65.6
6973,15,male,public,no formal,4.4,80.6,yes,>60 min,no,80.7,59.4,67.6,74.8
137,17,male,public,phd,5.1,88.8,no,15-30 min,yes,72.8,80.9,87.6,81.6
1030,16,male,public,no formal,4.5,75.6,yes,30-60 min,yes,72.4,76.0,52.2,62.6
10349,18,other,private,post graduate,7.2,67.8,yes,>60 min,yes,70.3,88.2,91.2,81.9
2595,15,female,private,diploma,7.8,96.3,yes,>60 min,yes,100.0,95.0,100.0,100.0
7207,19,other,private,post graduate,7.0,63.5,yes,30-60 min,yes,65.9,66.8,70.3,73.9
662,18,other,private,post graduate,2.3,74.0,yes,30-60 min,no,52.7,61.6,56.1,53.4
2473,16,other,public,post graduate,7.7,85.2,yes,>60 min,no,91.5,94.1,87.4,97.0
10870,18,other,public,post graduate,6.0,80.8,yes,30-60 min,yes,87.9,82.9,85.9,82.3
10501,14,male,private,diploma,2.4,82.5,yes,15-30 min,yes,55.9,52.3,64.4,55.2
87,14,male,public,diploma,1.8,94.6,yes,>60 min,yes,74.3,57.7,46.7,61.3
10705,17,other,public,diploma,5.5,53.4,yes,<15 min,no,81.5,68.0,61.5,61.9
6220,19,other,private,diploma,5.5,71.1,yes,15-30 min,no,71.4,69.5,64.0,67.9
14807,18,other,private,diploma,2.0,96.2,yes,15-30 min,yes,67.6,71.7,60.2,64.1
8144,17,other,private,no formal,5.1,66.7,yes,15-30 min,no,70.1,58.1,62.8,62.8
14750,17,female,public,phd,4.7,97.6,no,15-30 min,yes,73.2,70.5,81.8,82.7
6969,17,female,private,graduate,4.9,82.4,yes,<15 min,no,79.1,92.6,86.3,81.0
11135,19,other,public,diploma,7.9,55.8,yes,<15 min,no,83.0,100.0,72.5,87.8
2774,18,male,public,graduate,4.1,56.3,no,<15 min,no,41.6,53.0,82.1,64.7
10697,14,female,public,high school,2.8,58.0,yes,<15 min,no,35.3,38.6,33.2,38.9
13597,14,other,public,post graduate,7.1,78.9,yes,<15 min,no,67.3,84.1,69.0,78.9
